seed,plan_cost,naive_plan_cost,exec_us,rows,lineage,query
896,110500,110500,300,500,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1; enforcer 0 SortEnforcer: 1,"SELECT t0.region_id
FROM customers AS t0
ORDER BY t0.region_id DESC;"
897,422,422,162,1,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1,"SELECT books.id
FROM books
WHERE (books.id = 3 OR books.price = 77);"
898,1092,1972,321,0,transformation 5 FilterPushdownThroughJoin: 3; transformation 6 InToOrChain: 1; transformation 11 OuterJoinToInner: 1; implementation 0 ImplementTable: 2; implementation 1 ImplementFilter: 2; implementation 3 ImplementProjection: 1; implementation 4 ImplementJoin: 1,"SELECT t0.id, t1.price, t1.id AS c28
FROM departments AS t0 LEFT JOIN books AS t1 ON t0.id = t1.id
WHERE ((t0.id >= 4 OR t0.id IN (42, 48)) AND (t0.id BETWEEN 3 AND 56 AND t1.id = 2));"
899,61000,61000,244,500,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1,"SELECT customers.region_id
FROM customers;"
900,2647,7063,365,0,transformation 0 JoinCommutativity: 1; transformation 5 FilterPushdownThroughJoin: 5; transformation 6 InToOrChain: 1; transformation 11 OuterJoinToInner: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 2; implementation 3 ImplementProjection: 1; implementation 4 ImplementJoin: 1; implementation 7 ImplementMergeJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 3,"SELECT employees.id AS c9569
FROM employees JOIN departments ON employees.id = departments.id FULL JOIN books ON employees.id = books.id
WHERE ((books.price BETWEEN 55 AND 77 OR books.id IN (2, 2)) AND (books.id = 2 AND employees.id = 1))
GROUP BY employees.id
ORDER BY employees.id ASC;"
901,1056,1296,206,3,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT books.id, books.price
FROM markets RIGHT JOIN books ON markets.id = books.id;"
902,15960,15960,288,110,implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1,"SELECT t1.department_id AS c4915
FROM regions AS t0 CROSS JOIN employees AS t1;"
903,91125,91125,393,196,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT t0.region_id, t0.id AS c4393
FROM customers AS t0
WHERE t0.region_id BETWEEN 2 AND 5
GROUP BY t0.region_id, t0.id;"
904,14262,47796,546,0,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT markets.id AS c1939
FROM markets CROSS JOIN users FULL JOIN employees ON markets.id = employees.id
WHERE ((markets.id < 2 OR users.id < 33) AND users.age = 91);"
905,1188612,2251972,2182,0,transformation 0 JoinCommutativity: 2; transformation 5 FilterPushdownThroughJoin: 5; transformation 6 InToOrChain: 1; transformation 11 OuterJoinToInner: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; enforcer 0 SortEnforcer: 3,"SELECT departments.id, markets.region AS c1481, orders.customer_id
FROM orders LEFT JOIN departments ON orders.id = departments.id FULL JOIN markets ON orders.id = markets.id
WHERE ((orders.id = 16 OR orders.customer_id != 311) AND markets.note IN ('ASIA'));"
906,822,822,157,3,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT markets.region, markets.note, COUNT(*), COUNT(markets.id)
FROM markets
GROUP BY markets.region, markets.note;"
907,115472,1107972,422,20,transformation 0 JoinCommutativity: 1; transformation 5 FilterPushdownThroughJoin: 2; transformation 6 InToOrChain: 1; transformation 8 CrossJoinToJoin: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 4 ImplementJoin: 1; implementation 7 ImplementMergeJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 3,"SELECT t1.id AS c6763, t0.id
FROM regions AS t0 CROSS JOIN books AS t1 LEFT JOIN customers AS t2 ON t0.id = t2.id
WHERE t1.id IN (1, 1, 3, 97)
GROUP BY t1.id, t0.id;"
908,16034,17304,337,44,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1; implementation 7 ImplementMergeJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 4,"SELECT t0.price, t2.department_id AS c7096, COUNT(*) AS c2148
FROM books AS t0 FULL JOIN regions AS t1 ON t0.id = t1.id CROSS JOIN employees AS t2
GROUP BY t0.price, t2.department_id
ORDER BY t2.department_id DESC, t0.price DESC;"
909,1610,1610,194,0,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1,"SELECT regions.id
FROM regions
WHERE regions.id >= 66;"
910,2309766,6019600,3273,5000,transformation 0 JoinCommutativity: 1; transformation 2 FilterSplit: 1; transformation 5 FilterPushdownThroughJoin: 4; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 4 ImplementJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT t1.id
FROM users AS t0 JOIN regions AS t1 ON t0.id = t1.id CROSS JOIN orders AS t2
WHERE (t0.id < 11 AND t1.id = 7);"
911,1307140,4001220,1382,10,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT regions.id
FROM regions LEFT JOIN orders ON regions.id = orders.id;"
912,72243,160692,335,1,implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT markets.id AS c8092
FROM markets JOIN customers ON markets.id = customers.id LEFT JOIN users ON markets.id = users.id
WHERE (users.id = 17 OR markets.region != 'AMERICA');"
913,366,366,123,3,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1,"SELECT books.price, books.id
FROM books;"
914,366,366,124,3,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1,"SELECT markets.region AS c7952
FROM markets;"
915,433,433,145,3,transformation 6 InToOrChain: 1; implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; enforcer 0 SortEnforcer: 1,"SELECT markets.id, markets.note
FROM markets
WHERE (markets.note IS NOT NULL OR markets.id IN (1, 3, 3))
ORDER BY markets.id ASC;"
916,5055,12333,307,2,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; enforcer 0 SortEnforcer: 5,"SELECT employees.department_id, markets.note, markets.id
FROM employees LEFT JOIN regions ON employees.id = regions.id FULL JOIN markets ON regions.id = markets.id
WHERE (markets.region = 'AMERICA' OR (markets.note = 'North, South' AND markets.region != 'unknown'))
ORDER BY markets.note ASC, markets.id ASC;"
917,419320,1259700,1857,1501,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1; implementation 7 ImplementMergeJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 4,"SELECT books.id, customers.id, COUNT(books.id) AS c1217, SUM(customers.id)
FROM customers CROSS JOIN books RIGHT JOIN regions ON books.id = regions.id
GROUP BY books.id, customers.id
ORDER BY customers.id ASC;"
918,26767433,27192133,32958,17,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 3,"SELECT t2.price, t0.age, t0.id
FROM users AS t0 CROSS JOIN orders AS t1 FULL JOIN books AS t2 ON t1.id = t2.id
WHERE t2.price = 77
ORDER BY t0.id ASC;"
919,64542,156983,335,0,transformation 0 JoinCommutativity: 1; transformation 5 FilterPushdownThroughJoin: 5; transformation 6 InToOrChain: 1; transformation 11 OuterJoinToInner: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 2; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 3,"SELECT departments.id
FROM markets LEFT JOIN departments ON markets.id = departments.id FULL JOIN customers ON markets.id = customers.id
WHERE ((markets.note = 'ASIA' AND markets.region = 'EUROPE') AND customers.region_id IN (2, 7))
ORDER BY departments.id DESC;"
920,1311328,4366665,1984,17,transformation 0 JoinCommutativity: 1; transformation 5 FilterPushdownThroughJoin: 2; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; enforcer 0 SortEnforcer: 4,"SELECT t2.age, t0.customer_id AS c4744
FROM orders AS t0 FULL JOIN employees AS t1 ON t0.id = t1.id JOIN users AS t2 ON t0.id = t2.id
WHERE t0.customer_id IS NOT NULL
ORDER BY t2.age ASC, t0.customer_id ASC;"
921,1309378,4353256,3596,511,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 3,"SELECT t0.customer_id, t1.id, COUNT(t1.department_id), SUM(t0.id) AS c8528
FROM orders AS t0 LEFT JOIN employees AS t1 ON t0.id = t1.id
GROUP BY t0.customer_id, t1.id;"
922,3009,3009,141,17,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1; enforcer 0 SortEnforcer: 1,"SELECT users.age
FROM users
ORDER BY users.age DESC;"
923,2690,2690,249,15,implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1,"SELECT t1.note AS c7666
FROM departments AS t0 CROSS JOIN markets AS t1;"
924,677986,4353954,1037,2,transformation 0 JoinCommutativity: 2; transformation 1 JoinAssociativity: 1; transformation 5 FilterPushdownThroughJoin: 2; transformation 6 InToOrChain: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT orders.customer_id, books.price AS c537
FROM orders JOIN employees ON orders.id = employees.id JOIN books ON employees.id = books.id
WHERE (employees.department_id NOT IN (1, 5, 6, 14) OR (books.price NOT IN (55, 66, 93) OR employees.id > 3));"
925,432,432,211,3,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1; enforcer 0 SortEnforcer: 1,"SELECT books.id AS c1708, books.price AS c6613
FROM books
ORDER BY books.id ASC, books.price ASC;"
926,114285,414844,412,0,implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; enforcer 0 SortEnforcer: 3,"SELECT users.age, regions.id AS c873
FROM regions JOIN users ON regions.id = users.id FULL JOIN customers ON regions.id = customers.id
WHERE regions.id IN (9, 9);"
927,6045,6630,272,30,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT t1.price AS c9588, t0.id, t2.id
FROM departments AS t0 JOIN books AS t1 ON t0.id = t1.id CROSS JOIN regions AS t2;"
928,2226,3466,216,10,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT t0.id
FROM regions AS t0 LEFT JOIN markets AS t1 ON t0.id = t1.id;"
929,227750,227750,490,404,transformation 6 InToOrChain: 1; implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 2,"SELECT customers.region_id, customers.id AS c650, COUNT(customers.region_id)
FROM customers
WHERE ((customers.region_id NOT IN (1, 9, 46) OR customers.id = 28) OR (customers.id NOT IN (135) AND customers.id BETWEEN 140 AND 147))
GROUP BY customers.region_id, customers.id
ORDER BY customers.region_id ASC;"
930,71454,440694,454,3,transformation 0 JoinCommutativity: 2; transformation 5 FilterPushdownThroughJoin: 4; transformation 11 OuterJoinToInner: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT departments.id, customers.id AS c5398
FROM customers LEFT JOIN employees ON customers.id = employees.id LEFT JOIN departments ON employees.id = departments.id
WHERE employees.department_id < 6;"
931,11673302,17248202,24718,50000,transformation 0 JoinCommutativity: 1; transformation 8 CrossJoinToJoin: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 4 ImplementJoin: 1; enforcer 0 SortEnforcer: 1,"SELECT orders.id, orders.customer_id, regions.id AS c3962
FROM regions CROSS JOIN orders
WHERE (orders.customer_id != 353 OR (regions.id != 58 OR orders.customer_id = 281))
ORDER BY orders.id DESC, orders.customer_id ASC, regions.id DESC;"
932,1603000,1751193000,2148,10,transformation 0 JoinCommutativity: 1; transformation 5 FilterPushdownThroughJoin: 2; transformation 6 InToOrChain: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1; implementation 6 ImplementHashJoin: 1,"SELECT customers.id, orders.id, customers.region_id
FROM customers CROSS JOIN regions JOIN orders ON customers.id = orders.id
WHERE orders.customer_id IN (97, 268);"
933,3667,5498,271,0,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 4,"SELECT t1.note, t1.id, COUNT(t2.id) AS c841
FROM departments AS t0 LEFT JOIN markets AS t1 ON t0.id = t1.id JOIN regions AS t2 ON t0.id = t2.id
WHERE (t2.id IS NULL OR (t1.id NOT BETWEEN 1 AND 3 AND t1.note != 'Old World'))
GROUP BY t1.note, t1.id;"
934,4370,8492,308,33,transformation 0 JoinCommutativity: 1; transformation 8 CrossJoinToJoin: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 4 ImplementJoin: 1,"SELECT t1.price, t1.id, t0.department_id AS c8063
FROM employees AS t0 CROSS JOIN books AS t1
WHERE (t0.department_id >= 1 OR (t1.price <= 77 OR t0.department_id NOT BETWEEN 18 AND 33));"
935,9698,24047,378,51,transformation 0 JoinCommutativity: 2; transformation 6 InToOrChain: 1; transformation 8 CrossJoinToJoin: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 4 ImplementJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 3,"SELECT t2.id
FROM users AS t0 FULL JOIN employees AS t1 ON t0.id = t1.id CROSS JOIN books AS t2
WHERE ((t2.price IN (13, 66) AND t1.department_id > 53) OR (t0.id > 4 OR t0.id != 58))
ORDER BY t2.id ASC;"
936,1775,1775,170,7,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; enforcer 0 SortEnforcer: 1,"SELECT regions.id
FROM regions
WHERE regions.id <= 7
ORDER BY regions.id DESC;"
937,1306862,2251982,1792,5,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; enforcer 0 SortEnforcer: 5,"SELECT orders.id AS c9311, books.price, orders.customer_id
FROM departments LEFT JOIN orders ON departments.id = orders.id LEFT JOIN books ON orders.id = books.id
ORDER BY orders.id ASC, books.price ASC, orders.customer_id ASC;"
